Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/09/2018,"54 BEECHWOOD GARDENS, NEWCASTLE WEST, LIMERICK",,Limerick,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2016,"6 ROGER CASEMENT PK, BRAY, WICKLOW",,Wicklow,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2019,"25 BELGRAVE SQ, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€1,700,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2016,"7 CORNER MANOR, VIRGINIA RD, BAILIEBOROUGH",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"68 New Street, Killarney",,Kerry,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"ARASAN 24, 52 CEARNOG MHUINSEOIGHE, DUBLIN 1",,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2012,"17 Rock TERRACE, North Mall",,Cork,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2012,"11A, HOME VILLAS, DONNYBROOK",,Dublin,"€360,250.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2019,"7 REDFORD RISE, GREYSTONES, WICKLOW",,Wicklow,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"1 DROMKEEN PLACE, RACECOURSE ROAD, TRALEE",,Kerry,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2014,"39 Milltown Gate, Burgage Mór, Blessington",,Wicklow,"€201,762.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/02/2016,"20 LACKANASH, TRIM, MEATH",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2010,"14 WOODLANDS, CLONAKILTY",,Cork,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2013,"64 Doolargy Avenue, Muirhevnamor, Dundalk",,Louth,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2012,"135 Templeville Drive, Templeogue",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2019,"17 REUBEN ST, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,"€392,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2021,"41 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,"€374,449.33",No,Yes,New Dwelling house /Apartment,
12/07/2011,"Apartment 1 Thompsons Lane, Moloneys Stores, Dungarvan",,Waterford,"€75,131.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/05/2018,"34 WYNNEFIELD PARK, WYNNEFIELD RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"54 LOHUNDA PARK, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2019,"42 STRATTAN WALK, ADAMSTOWN SQUARE, ADAMSTOWN",,Dublin,"€259,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2012,"Drumoghill, Manorcunningham",,Donegal,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2021,"LARGY, GLENADE, CO LEITRIM",,Limerick,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2011,"Apartment 7 Block C, Smithfield Market, Smithfield",Dublin 7,Dublin,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"113 Longstone, Naas, Co. Kildare",,Kildare,"€308,370.00",No,Yes,New Dwelling house /Apartment,
15/02/2018,"3 FR MATTHEW STREET, TIPPERARY, CO TIPPERARY",,Tipperary,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2021,"91 FITZWILLIAM POINT, FITZWILLIAM QUAY, RINGSEND DUBLIN 4",Dublin 4,Dublin,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2014,"37 Woodstream, Arm, Castlerea",,Roscommon,"€75,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/05/2021,"RINCOOLAGH, GRANARD, COUNTY LONGFORD",,Longford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2012,"Seskin, Thurles",,Tipperary,"€65,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2018,"STREAMHILL EAST, DONERAILE, CORK",,Cork,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2015,"89 CULMORE RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2017,"101 WHITESTOWN PARK, BLAKESTOWN DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"74 DEERPARK, ASHBOURNE, CO MEATH",,Meath,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"callystown, clogherhead",,Louth,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2011,"1 The Crescent, Owenabue Heights, Ballea Road Carrigaline",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2015,"11 Ard na Locha, Jones Lake Road, Moate",,Westmeath,"€110,132.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/10/2016,"KILCOLGAN, KILLEELY MORE, KILLEELY BEG",,Galway,"€200,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2013,"36 Rathdrum Road, Crumlin, Dublin",Dublin 12,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2018,"BLACKHILL, DUNLAVIN, WICKLOW",,Wicklow,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2013,"Rowsley, Templemichael, Whites Cross",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2021,"12 HARBOUR VIEW, CROFTON RD, DUBLIN",Dublin 13,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2011,"SHANRATH, WOLFHILL",,Laois,"€33,800.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2015,"4 MEADOW VIEW, DERRYNALOOBINAGH, BALLYBAY",,Monaghan,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2018,"2 LAHARD, BALLINAMORE, LEITRIM",,Leitrim,"€85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/04/2012,"52 Templeville Drive, Templeogue",Dublin 6w,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2017,"KILRICKLE LOUGHREA, LOUGHREA, GALWAY",,Galway,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"25 ST BRIGDETS TCE, OLDCASTLE, MEATH",,Meath,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"2 BLOCK E HAWTHORN, DRUMGEELY, SHANNON",,Clare,"€14,354.16",No,No,Second-Hand Dwelling house /Apartment,
13/06/2019,"ATTYCRISTORA, LAHINCH, CO. CLARE",,Clare,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2016,"125 Leslies Arch, Old Quarter, Ballincollig",,Cork,"€136,563.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/08/2020,"1 LIOS NA COILLE, ESKERHILLS GOLF CLUB, TULLAMORE",,Offaly,"€193,832.60",No,Yes,New Dwelling house /Apartment,
20/06/2013,"30 VICTORIA RD, RATHGAR, DUBLIN 6",,Dublin,"€805,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2016,"55 ABBEY VIEW, KINSALE, CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"9 THE CLOSE, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin 9,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2018,"TOWNAHOUSEY, KILLARGUE, DROMAHAIRE",,Leitrim,"€9,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/11/2014,"177 Woodlawn Park Grove, Firhouse, Dublin 24",Dublin 24,Dublin,"€333,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2010,"17 Beechdale Grove, Blessington",,Wicklow,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2011,"65 Ard Uisce, Whiterock Hill",,Wexford,"€105,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/08/2015,"SUBULTER, KANTURK, CORK",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"2 CASTLELANDS, HYDE RD, DALKEY",,Dublin,"€1,075,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2011,"Coole West, Athea",,Limerick,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"44 HAWTHORN DRIVE, CABRA RD, THURLES",,Tipperary,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"CLOONSELLAN, BALLYMURRAY, CO ROSCOMMON",,Roscommon,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"MAIN ST, OOLA, LIMERICK",,Limerick,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2019,"413 VIRGINIA HEIGHTS, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2015,"15 THE GLEN, GLEN GROVE, KILMALLOCK",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2021,"APT 90, PARCHMENT SQ, MODEL FARM RD",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"9 OAK HALL, CARLANSTOWN, KELLS",,Meath,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2010,"22 Ring Terrace, Inchicore",Dublin 8,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2017,"28 the Cedars, Avourwen Meadows, Duleek Rd",,Meath,"€185,021.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/04/2018,"30 MONIVEA PARK, BALLYBANE, GALWAY",,Galway,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2015,"Ballinaluckra, Araglin",,Waterford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2011,"38 Kilmore Avenue, Coolock",Dublin 5,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"3 Kingfisher Close, Fionn Laoi, Poulavone",,Cork,"€250,850.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/05/2016,"24 BROOKDALE WAY, RIVERVALLEY, SWORDS",,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2015,"4 LOHUNDA DOWNS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2013,"Apartment 1, 74/75 Fitzwilliam Lane, Dublin 2",Dublin 2,Dublin,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2019,"66 WAINSFORT RD, TERENURE, DUBLIN 6W",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2021,"14 The View, Donacarney Wood, Mornington",,Meath,"€320,000.00",No,Yes,New Dwelling house /Apartment,
29/07/2019,"15 GALEY HOUSE, ARDRI, DUBLIN RD",,Westmeath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2015,"43 OLDTOWN AVE, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2010,"15 Windsor Park, Monkstown, County Dublin",,Dublin,"€510,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"19 FOXFORD, BALLYOWEN LANE, LUCAN",,Dublin,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2019,"APT 1, 19 22 NORTH MALL, CORK CITY",,Cork,"€1,235,137.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"16 CEDARWOOD AVE, LOUGHBOY, KILKENNY",,Kilkenny,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2019,"30 GROSVENOR COURT, HIGH ST, KILLARNEY",,Kerry,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2012,"30 Seagrave Square, Ashbourne",,Meath,"€115,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
03/05/2013,"7 crystal village, athlone, westmeath",,Westmeath,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2018,"151 CORRAN ARD, BALLYLINAN RD, ATHY",,Kildare,"€119,901.64",Yes,No,Second-Hand Dwelling house /Apartment,
05/09/2019,"APT. 1 WATERPARK RUGBY CLUB, LOWER MAYPARK LANE, BALLINAKILL",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2014,"17 DALEWOOD, GLENGARRIFF, CORK",,Cork,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2020,"FORTLAND, EASKEY, SLIGO",,Sligo,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"11 CHURCH SQ, CHURCH RD, EAST WALL",Dublin 3,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2012,"12a Douglas Close, Douglas, CORK",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"No. 22 Avon Court, Ballincollig",,Cork,"€178,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"16 NEWTOWN PARK, CASTLETROY, LIMERICK",,Limerick,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2021,"53 BLOOMFIELD, NEWTOWN, ANNACOTTY",,Limerick,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2019,"99 LONGMILE RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2015,"83 AUGHNASKERRY DR, CAVAN TOWN, CAVAN",,Cavan,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"4 HOLMFIELD, BAYVIEW AVENUE, BUNDORAN",,Donegal,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2021,"17 BELMONT HALL, PARNELL ST, GARDINER ST DUBLIN 1",Dublin 1,Dublin,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2016,"3 CONGRESS PLACE, MONKSTOWN, CORK",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2015,"11 Ashe Lane, Knocksedan Demesne, Swords",,Dublin,"€343,612.33",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/05/2018,"BALLINAGEE, GLASSON, ATHLONE",,Westmeath,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2018,"4A BANKSIDE COTTAGES, MILLTOWN, DUBLIN 6",Dublin 14,Dublin,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2017,"MAUSREVAGH, HEADFORD, COUNTY GALWAY",,Galway,"€301,321.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/06/2018,"6 ST RONANS GARDENS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2019,"34 KERDIFF CLOSE, NAAS, KILDARE",,Kildare,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2018,"2 HAZELDENE, BOGHALL RD, BRAY",,Wicklow,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2010,"79 Leigh Valley, Ratoath, Co. Meath",,Meath,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"11 MAPLE HALL, MOUNT SAINT ANNES, MILLTOWN",,Dublin,"€396,475.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/08/2012,"Hillview, Ballyguile, Wicklow",,Wicklow,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"10 COIS LAOI, BALLYVELLY, TRALEE",,Kerry,"€226,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"APARTMENT 63  LEONA BLOCK, HONEYPARK, DUN LAOGHAIRE",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/12/2019,"Deetya's Nest, 10 lyreen glen, mariavilla",,Kildare,"€343,612.34",No,Yes,New Dwelling house /Apartment,
13/07/2018,"ROCKVILLE, DRUMKEEN, BALLYBOFEY",,Donegal,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"67 THE TALLOW, RATHBORNE VILLAGE, ASHTOWN",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"137 EDGEWOOD LAWNS, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2010,"Market Street, Corofin",,Clare,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2015,"56 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY",,Galway,"€62,700.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2012,"Riverwood House, Glyntown, Glanmire",,Cork,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2016,"29 CROSS ST, NEW ROSS, WEXFORD",,Wexford,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2020,"4 BALLYMORRIS COURT, PORTARLINGTON, LAOIS",,Laois,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2019,"29 ST ALBANSROAD, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"6 ST PATRICKS TERRACE, KILLALA RD, BALLINA",,Mayo,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2019,"141 THE HARDWICKE, NORTH BRUNSWICK STREET, DUBLIN 7",,Dublin,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"12 CLONUSKE GREEN, HAMLET LANE, BALBRIGGAN",,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"40 HOLYWELL WOOD, GORSE HILL, SWORDS",,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2016,"10 CHURCHLANDS, MANORCUNNINGHAM, DONEGAL",,Donegal,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2021,"ARDMAYLE, CASHEL, TIPPERARY",,Tipperary,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2012,"Rosnalee, Eglantine Park, Douglas Road  Cork",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"56 THE PRIORY, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2016,"APT 3 STRAND RD, LAYTOWN, MEATH",,Meath,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2021,"62 AYLESBURY, FRESHFORD RD, KILKENNY",,Kilkenny,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"1 BARRINGTON ST, APT 2, LIMERICK CITY",,Limerick,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2015,"10 Radharc  NA COILLE, Rathcoole",,Cork,"€135,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2016,"Apartment 178 Neptune Block, Honeypark, Dun Laoghaire",,Dublin,"€251,101.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/2019,"45 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,"€462,555.00",No,Yes,New Dwelling house /Apartment,
13/02/2018,"3 Presentation Place, Barrett Street, Bagenalstown",,Carlow,"€81,876.70",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/03/2013,"38 The Grove, Inse Bay  Laytown",,Meath,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2017,"67 Oak Avenue, Evanwood, Golf Links Road",,Limerick,"€242,680.17",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/07/2019,"12 VICTORIAST, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"BAILE NA RATHA, DUNQUIN, KERRY",,Kerry,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2018,"3 RAMONAGHAN, KILL, DUNFANAGHY",,Donegal,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2012,"26 The Meadows, Kilmore, Ballyjamesduff",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2012,"5 Butchers Lane, Waterford",,Waterford,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"10 GLASLYNN, 97 HOWTH RD, CLONTARF DUBLIN 3",Dublin 5,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2017,"30 HUNTSTOWN LAWN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2018,"51 Park Gate, Tullow, County Carlow",,Carlow,"€198,237.00",No,Yes,New Dwelling house /Apartment,
15/01/2013,"10 Cruise Park Drive, Cruise Park",,Dublin,"€103,800.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2014,"25 Coopers Cresent, Milford, Co: Donegal",,Donegal,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2018,"2 CASTLE VILLAGE WAY, CELBRIDGE, KILDARE",,Kildare,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2015,"ABBEY STREET, PORTUMNA, COUNTY GALWAY",,Galway,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2020,"COOLACREASE, CADAMSTOWN, BIRR",,Offaly,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"12 Liberty Court, Lower Clanbrassil Street, Dublin 8",Dublin 8,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"APT 307, BLOCK 6, PARKLANDS",Dublin 9,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2016,"1 HAVEN HILL, SUMMERCOVE, KINSALE",,Cork,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2013,"57 Church View, Eden Gate, Delgany",,Wicklow,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2019,"177 BRIGHTWATER, CROSSHAVEN, CO CORK",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2019,"RASHEDOGE, NEWMILLS, LETTERKENNY",,Donegal,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2021,"436 ALDER CLOSE, ELM PARK, CASTLETROY",,Limerick,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2011,"4A, Rockypool Villas, Blessington",,Wicklow,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2020,"237 KYLEMORE, SCHOLHOUSE ROAD, CASTLETROY",,Limerick,"€277,533.03",No,Yes,New Dwelling house /Apartment,
18/12/2018,"9 The Hall, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,"€634,361.00",No,Yes,New Dwelling house /Apartment,
15/05/2014,"28 BAY VIEW RISE, BALLYBANE, GALWAY",,Galway,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"127 REDFORD PARK, GREYSTONES, WICKLOW",,Wicklow,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2015,"Apt 5/21 Corran Riada, Monksland, Athlone",,Roscommon,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2019,"3 Hillview, Bellingsfield, Kilcullen Road",,Kildare,"€237,987.22",No,Yes,New Dwelling house /Apartment,
13/08/2020,"91 BRIARSCOURT, SHANAKIEL, CO CORK",,Cork,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2011,"1 Park na Cross, Ardamine, Gorey",,Wexford,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2016,"CONNOLLY ST, ATHLONE, CO WESTMEATH",,Westmeath,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2020,"FORNAUGHT, DONOUGHMORE, CORK",,Cork,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2019,"19 Elder Heath walk, elder Heath, Kiltipper Road",Dublin 24,Dublin,"€259,911.00",No,Yes,New Dwelling house /Apartment,
26/11/2021,"4 ABBEY COURT, SALLINS RD, NAAS",,Kildare,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2020,"MULRANY, WESTPORT, CO MAYO",,Mayo,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2014,"1  Drom Sli, Courtbrack, Blarney",,Cork,"€233,436.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/05/2019,"28 CASSIAN COURT EAST, PHELAN AVE, ROYAL CANAL PARK DUBLIN 15",Dublin 15,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2014,"16 Belmont Drive, Aiken's Village, Stepaside",,Dublin,"€353,778.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/07/2018,"7 MILLWOOD, AUGHRIM, CO WICKLOW",,Wicklow,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"91 Tubberclaire Meadows, Navan",,Meath,"€75,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/10/2018,"6 NORTHBROOK AVE LOWER, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"1 CRESCENT COURT, FATHER GRIFFIN RD, GALWAY",,Galway,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2014,"21 KYLEMORE DR, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€77,108.54",Yes,No,Second-Hand Dwelling house /Apartment,
02/03/2020,"28 CARBERY COAST, TULLAGHAN, LEITRIM",,Leitrim,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"13 WOODFORD CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2016,"41 YELLOW MEADOWS AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
