Date of Sale,Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
2010-06-24,"79 Leigh Valley, Ratoath, Co. Meath",,Meath,325000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-29,"11 MAPLE HALL, MOUNT SAINT ANNES, MILLTOWN",,Dublin,396475.77,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-08-30,"Hillview, Ballyguile, Wicklow",,Wicklow,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-20,"10 COIS LAOI, BALLYVELLY, TRALEE",,Kerry,226500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-24,"APARTMENT 63  LEONA BLOCK, HONEYPARK, DUN LAOGHAIRE",,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-12-13,"Deetya's Nest, 10 lyreen glen, mariavilla",,Kildare,343612.34,No,Yes,New Dwelling house /Apartment,
2018-07-13,"ROCKVILLE, DRUMKEEN, BALLYBOFEY",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-03,"67 THE TALLOW, RATHBORNE VILLAGE, ASHTOWN",Dublin 15,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-18,"137 EDGEWOOD LAWNS, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-16,"Market Street, Corofin",,Clare,82500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-27,"56 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY",,Galway,62700.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-19,"Riverwood House, Glyntown, Glanmire",,Cork,470000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-03,"29 CROSS ST, NEW ROSS, WEXFORD",,Wexford,32000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-07,"4 BALLYMORRIS COURT, PORTARLINGTON, LAOIS",,Laois,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-02,"29 ST ALBANSROAD, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,760000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-27,"6 ST PATRICKS TERRACE, KILLALA RD, BALLINA",,Mayo,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-10,"141 THE HARDWICKE, NORTH BRUNSWICK STREET, DUBLIN 7",,Dublin,243000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-19,"12 CLONUSKE GREEN, HAMLET LANE, BALBRIGGAN",,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-27,"40 HOLYWELL WOOD, GORSE HILL, SWORDS",,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-30,"10 CHURCHLANDS, MANORCUNNINGHAM, DONEGAL",,Donegal,92000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-08,"ARDMAYLE, CASHEL, TIPPERARY",,Tipperary,247500.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-31,"Rosnalee, Eglantine Park, Douglas Road  Cork",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-30,"56 THE PRIORY, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-07,"APT 3 STRAND RD, LAYTOWN, MEATH",,Meath,96000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-24,"62 AYLESBURY, FRESHFORD RD, KILKENNY",,Kilkenny,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-20,"1 BARRINGTON ST, APT 2, LIMERICK CITY",,Limerick,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-02,"10 Radharc  NA COILLE, Rathcoole",,Cork,135000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-12-20,"Apartment 178 Neptune Block, Honeypark, Dun Laoghaire",,Dublin,251101.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-04-25,"45 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,462555.0,No,Yes,New Dwelling house /Apartment,
2018-02-13,"3 Presentation Place, Barrett Street, Bagenalstown",,Carlow,81876.7,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-03-08,"38 The Grove, Inse Bay  Laytown",,Meath,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-15,"67 Oak Avenue, Evanwood, Golf Links Road",,Limerick,242680.17,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-07-29,"12 VICTORIAST, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,1400000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-20,"BAILE NA RATHA, DUNQUIN, KERRY",,Kerry,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-23,"3 RAMONAGHAN, KILL, DUNFANAGHY",,Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-25,"26 The Meadows, Kilmore, Ballyjamesduff",,Cavan,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-04-02,"5 Butchers Lane, Waterford",,Waterford,42000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-20,"10 GLASLYNN, 97 HOWTH RD, CLONTARF DUBLIN 3",Dublin 5,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-07,"30 HUNTSTOWN LAWN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,251000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-03,"51 Park Gate, Tullow, County Carlow",,Carlow,198237.0,No,Yes,New Dwelling house /Apartment,
2013-01-15,"10 Cruise Park Drive, Cruise Park",,Dublin,103800.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-09-12,"25 Coopers Cresent, Milford, Co: Donegal",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-10,"2 CASTLE VILLAGE WAY, CELBRIDGE, KILDARE",,Kildare,294000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-11-04,"ABBEY STREET, PORTUMNA, COUNTY GALWAY",,Galway,33000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-03,"COOLACREASE, CADAMSTOWN, BIRR",,Offaly,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-13,"12 Liberty Court, Lower Clanbrassil Street, Dublin 8",Dublin 8,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-18,"APT 307, BLOCK 6, PARKLANDS",Dublin 9,Dublin,272000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-21,"1 HAVEN HILL, SUMMERCOVE, KINSALE",,Cork,475000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-17,"57 Church View, Eden Gate, Delgany",,Wicklow,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-25,"177 BRIGHTWATER, CROSSHAVEN, CO CORK",,Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-11,"RASHEDOGE, NEWMILLS, LETTERKENNY",,Donegal,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-29,"436 ALDER CLOSE, ELM PARK, CASTLETROY",,Limerick,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-08-05,"4A, Rockypool Villas, Blessington",,Wicklow,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-03,"237 KYLEMORE, SCHOLHOUSE ROAD, CASTLETROY",,Limerick,277533.03,No,Yes,New Dwelling house /Apartment,
2018-12-18,"9 The Hall, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,634361.0,No,Yes,New Dwelling house /Apartment,
2014-05-15,"28 BAY VIEW RISE, BALLYBANE, GALWAY",,Galway,124000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-23,"127 REDFORD PARK, GREYSTONES, WICKLOW",,Wicklow,570000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-15,"Apt 5/21 Corran Riada, Monksland, Athlone",,Roscommon,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-08,"3 Hillview, Bellingsfield, Kilcullen Road",,Kildare,237987.22,No,Yes,New Dwelling house /Apartment,
2020-08-13,"91 BRIARSCOURT, SHANAKIEL, CO CORK",,Cork,191000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-04-04,"1 Park na Cross, Ardamine, Gorey",,Wexford,72000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-06,"CONNOLLY ST, ATHLONE, CO WESTMEATH",,Westmeath,78000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-30,"FORNAUGHT, DONOUGHMORE, CORK",,Cork,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-24,"19 Elder Heath walk, elder Heath, Kiltipper Road",Dublin 24,Dublin,259911.0,No,Yes,New Dwelling house /Apartment,
2021-11-26,"4 ABBEY COURT, SALLINS RD, NAAS",,Kildare,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-06,"MULRANY, WESTPORT, CO MAYO",,Mayo,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-10,"1  Drom Sli, Courtbrack, Blarney",,Cork,233436.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2019-05-28,"28 CASSIAN COURT EAST, PHELAN AVE, ROYAL CANAL PARK DUBLIN 15",Dublin 15,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-04,"16 Belmont Drive, Aiken's Village, Stepaside",,Dublin,353778.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-07-26,"7 MILLWOOD, AUGHRIM, CO WICKLOW",,Wicklow,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-01,"91 Tubberclaire Meadows, Navan",,Meath,75000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-10-04,"6 NORTHBROOK AVE LOWER, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-17,"1 CRESCENT COURT, FATHER GRIFFIN RD, GALWAY",,Galway,217000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-16,"21 KYLEMORE DR, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,77108.54,Yes,No,Second-Hand Dwelling house /Apartment,
2020-03-02,"28 CARBERY COAST, TULLAGHAN, LEITRIM",,Leitrim,57000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-02,"13 WOODFORD CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-17,"41 YELLOW MEADOWS AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-27,"29 KENURE PARK, RUSH, DUBLIN",,Dublin,223000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-17,"84 BARRACK ST, DUNDALK, CO LOUTH",,Louth,111000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-04,"APT 8 BRIDGEVIEW, LIFFORD, CO DONEGAL",,Donegal,37500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-08,"77 SEACREST, BRAY, WICKLOW",,Wicklow,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-20,"26 THE CRESCENT, ROBSWALL, MALAHIDE",,Dublin,680000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-11,"Apartment 11  Watermark Building, Block C  Royal Canal Park, Ashtown",Dublin 15,Dublin,40000.0,No,Yes,New Dwelling house /Apartment,
2018-07-11,"1A APPIAN CLOSE, ARDKEEN VILLAGE, CO WATERFORD",,Waterford,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-16,"CARNMORE ROAD, DUNGHOE, DONEGAL",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-25,"ST EDWARD, 20B ADELAIDE ST, DUNLAOGHAIRE",,Dublin,995000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-19,"95 Ardglass, Baltinglass",,Wicklow,202643.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2010-10-14,"7 Arundel, Monkstown Valley, Monkstown",,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-27,"BROOK LAWN, LISTELLICK, TRALEE",,Kerry,124000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-04-19,"30 UPPER GLENCAIRN, GLANMIRE, GLENCAIRN",,Cork,417500.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-08,"1 CLOGHABRODY, THOMASTOWN",,Kilkenny,60225.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-12-19,"20 VILLAGE RD, LUSK, DUBLIN",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-08,"23 WINDMILL TCE, BLANCHARDSTOWN, DUBLIN 15",,Dublin,98000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-02-04,"Apt 28 Laurel House, Carrickmines Green, Glenamuck Road",Dublin 18,Dublin,162996.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-10-31,"75 Dun Eimear, Bettystown, Co. Meath",,Meath,329127.0,No,Yes,New Dwelling house /Apartment,
2018-09-21,"2 CASTLEVIEW DR, SWORDS, DUBLIN",,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-14,"2 CASTLE PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,291000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-05,"CLONEYOGEN, LAHINCH, CO CLARE",,Clare,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-04-27,"10 Lios Cara Crescent, Killeens",,Cork,114537.44,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2021-09-08,"41 Boru Court, Ballina",,Tipperary,295000.0,No,Yes,New Dwelling house /Apartment,
2018-10-18,"2 ROSEVIEW, WHITECHURCH, CORK",,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-23,"12 DARTRY CLOSE, WEST END, BUNDORAN",,Donegal,68000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-03,"ST BRIGIDS, BATTERY ROAD, ATHLONE",,Roscommon,17000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-10-05,"Apt. 4 Clifden Court, Ellis Quay, Dublin 7",Dublin 7,Dublin,132000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-27,"Monaboy, Strokestown",,Roscommon,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-06-30,"46 The Drive, Oldtown Mill, Celbridge",,Kildare,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-21,"178 Childers Heights, Ballina",,Mayo,101500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-09,"12 LEINSTER RD WEST, RATHMINES, DUBLIN 6",Dublin 6,Dublin,722500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-05,"9 GLANTAN, GOLF LINKS RD, CASTLETROY",,Limerick,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-12,"The Old Lodge, Thormanby Road, Howth",,Dublin,641000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-18,"11 Blackwood Crescent, Ongar Chase, Ongar",Dublin 15,Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-25,"859 PIERCETOWN, NEWBRIDGE, KILDARE",,Kildare,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-30,"14 BOW BRIDGE, KILMAINHAM, DUBLIN 8",,Dublin,256000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-28,"17 MARY ST SOUTH, DUNDALK, LOUTH",,Louth,37500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-09,"55 Bramble Avenue, Castleoaks, Dublin Road",,Carlow,210600.0,No,Yes,New Dwelling house /Apartment,
2018-03-08,"15 SALLYBROOK CLONEA ROAD, ABBEYSIDE, DUNGARVAN",,Waterford,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-27,"11 Parkside Boulevard, parkside, malahide road",Dublin 13,Dublin,343612.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2011-07-28,"Kilskeer, Upper Kells",,Meath,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-11,"10 ORMOND RD SOUTH, RATHMINES, DUBLIN 6",Dublin 6,Dublin,1585000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-19,"KILCREA, CHURCH RD, BLACKROCK",,Cork,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-15,"RAHARD, BALLINROBE, MAYO",,Mayo,53000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-24,"FERNDALE, AVOCA AVE, BLACKROCK",,Dublin,2050000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-29,"232 SWALLOW DR, CAREW PARK, LIMERICK",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-18,"32 THE OAKS, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,337429.96,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-11-02,"APT 2 SUTTON CASTLE, SHIELMARTIN ROAD, SUTTON",Dublin 13,Dublin,655000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-23,"APT 5 RANELAGH COURT, 12 RANELAGH RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-10,"Apartment No.24, Abelard Square, Phoenix Park Racecourse",Dublin 15,Dublin,235672.25,No,Yes,New Dwelling house /Apartment,
2019-11-08,"13 KENTFIELD, SHANKILL, DUBLIN",Dublin 18,Dublin,640000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-24,"21 Whitebeam Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,405286.0,No,Yes,New Dwelling house /Apartment,
2016-11-10,"23 Thorndale, Delgany",,Wicklow,465000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-12-12,"8 Steeple Meadow Crescent, Milltown",,Kerry,96917.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-02-21,"52 THE COOMBE, DUBLIN 8",,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-08,"50 LANESBOROUGH MEWS, ST MARGARETS RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-21,"COLERAINE, CASHAN, CO TIPPERARY",,Tipperary,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-06,"DERNASEE, BEALNAMULLIA, ATHLONE",,Roscommon,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-02-03,"Knockanean, Ennis",,Clare,396475.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2015-07-31,"13 Linnett, Barnageeragh Cove, Barnageeragh  Skerries",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2010-09-20,"Furraleigh, Kilmacthomas",,Waterford,107000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-01,"52 WHITEHALL EST, TULLAMORE, OFFALY",,Offaly,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-01,"2 SHANTRAUD CLOSE, SHANTRAUD, KILLALOE",,Clare,92500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-23,"CREAGH HOUSE, MAIN ST, DONERAILE",,Cork,737000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-26,"30 STENSON PARK, FARRANSHONE, LIMERICK",,Limerick,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-18,"CAPPA, KILRUSH, CLARE",,Clare,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-06,"101 AVOCA PARK, BLACKROCK, DUBLIN",,Dublin,1780000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-21,"12 ROCHDALE, HONEY PARK, KILL AVENUE",Dublin 15,Dublin,153000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2017-03-16,"14 Finlay Park, Old Caragh Road, Naas",,Kildare,308370.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-03-27,"159 ST JOHNS PK, WATERFORD, WATERFORD",,Waterford,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-19,"16 MAYWOOD LAWN, RAHENY, DUBLIN 5",Dublin 5,Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-07,"2454 Maynooth Road, Prosperous Road, Clane",,Kildare,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-18,"14 ASH HAVEN, MAREE RD, ORANMORE",,Galway,288500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-06,"34 OAKCOURT LAWN, PALMERSTOWN, DUBLIN 20",,Dublin,182000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-15,"2 WILLOW PARK, CLONAKILTY, CORK",,Cork,188000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-10,"1 CABRA ROAD, PHIBSBOROUGH, DUBLIN 7",,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-10,"17 WILLIAM ST, TULLAMORE, OFFALY",,Offaly,28000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-12,"BARNANE, DROM, TEMPLEMORE",,Tipperary,231500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-15,"APT 25, ST MAELRUANS COURTYARD, ST MAELRUANS PARK DUBLIN 24",Dublin 24,Dublin,201000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-02,"6 Ard Mullen, Kenmare",,Kildare,445000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-26,"CAHERMORRIS, CORRANDULLA, CO GALWAY",,Galway,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-23,"108 Oldcourt, Greenfields, Ballincollig",,Cork,252000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-28,"6 Sliabh Rua, Courtbrack, Blarney",,Cork,320050.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-04-22,"7 GALWAY BAY APTS, SALTHILL, GALWAY",,Galway,169500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-04,"54 The Steeples, Mulgrave Street",,Limerick,42105.26,No,No,Second-Hand Dwelling house /Apartment,
2019-11-08,"738 HOWTH ROAD, RAHENY, DUBLIN 5",Dublin 5,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-14,"23 GURRANABRAHER AVE, CORK, CORK",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-25,"22 Meadowbank Green, Millers Glen, Swords",,Dublin,271969.0,No,Yes,New Dwelling house /Apartment,
2019-12-11,"54, The Drive, Semple Woods",,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,
2020-02-24,"87 THE ACADEMY, PARK WEST POINTE, PARK WEST DUBLIN 12",Dublin 12,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-09,"38 Rockpark Avenue, Tralee",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-09,"Coolreiry, Castleconnell",,Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-04,"GRANGE BEG, DUNLAVIN, KILDARE",,Kildare,322000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-13,"3 THE OAK, MURROE, LIMERICK",,Limerick,149000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-18,"163 ASHCROFT, RAHENY, DUBLIN 5",Dublin 5,Dublin,147428.0,Yes,No,Second-Hand Dwelling house /Apartment,
2016-01-25,"21 CASTLEPARK, KINSALE, CORK",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-10,"BAILE NA BUAILE, DINGLE, KERRY",,Kerry,1050000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-15,"6  Redwood Drive, Kilnamanagh, Tallaght",,Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-08,"4 LIFFEY RD, LIFFEY VALLEY PARK, LUCAN",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-24,"62 Ardlea Road, Artane",Dublin 5,Dublin,77720.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-02-02,"24 CORDUFF GREEN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-09,"JOHNSTOWN, KILMICHAEL, MACROOM",,Cork,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-16,"50 KIMMAGE ROAD WEST, KIMMAGE, DUBLIN",Dublin 12,Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-06,"30 ROSCAM HOUSE, ROSCAM, DOUGHISKA",,Galway,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-20,"90 LIMERICK JUNCTION, LIMERICK, TIPPERARY",,Tipperary,137000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-23,"32 KIMMAGE GROVE, KIMMAGE ROAD LOWER, DUBLIN 6W",,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-19,"24 Parklands Boulevard, Parklands, Citywest",Dublin 24,Dublin,321585.0,No,Yes,New Dwelling house /Apartment,
2010-10-07,"Apt.5 Barrow House, Custom House Square, Dublin 1",Dublin 1,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-10,"130 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-26,"35 OAKLANDS, GREYSTONES, WICKLOW",,Wicklow,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-17,"7 THE CARLTON SUITES, HENRY ST, LIMERICK",,Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-31,"13 KILRUSH PARK, DUNGARVAN, WATERFORD",,Waterford,136500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-06,"17 The Avenue, Lios na Fea, Macroom",,Cork,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-09,"10 MARINERS COURT, KILBARRACK RD, KILBARARRACK DUBLIN 5",Dublin 5,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-03,"1 BLOSSOM COURT, ESKER HILLS, PORTLAOISE",,Laois,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-18,"578 COLLINS AVE, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-28,"BALLAGHLEA, BALLYGAR, CO. GALWAY",,Galway,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-30,"32 SOUTHSHORE APT, TRAMORE, CO. WATERFORD",,Waterford,147000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-12,"LAHARN, KILLORGLIN, KERRY",,Kerry,180000.0,No,No,Second-Hand Dwelling house /Apartment,
